"Tender Number";"Status";"Estimated Value";"Title";"Department";"Location";"Category";"Description";"Published Date"
"PWD/2023-24/RD/WORK_INDENT7340";"UNDER_EVALUATION";"83655";"Installing road Furniture for Bageplli-Halagur road (SH-94) ch-241.29 to 250.29km in the year 2023-24 in Malavalli Taluk.";"Public Works Department";"PWD Division Office Mandya";"WORKS";"Installing road Furniture for Bageplli-Halagur road (SH-94) ch-241.29 to 250.29km in the year 2023-24 in Malavalli Taluk";"2024-11-01 19:53:16"
"PWD/2023-24/RD/WORK_INDENT7326";"RETENDERED";"126234";"AME for the road of Hosahalli - Belakavadi from Ch-0.00 to 4.40Km in the year 2023-24 in Malavalli Taluk Mandya Dist.";"Public Works Department";"PWD Division Office Mandya";"WORKS";"AME for the road of Hosahalli - Belakavadi from Ch-0.00 to 4.40Km in the year 2023-24 in Malavalli Taluk Mandya Dist.";"2024-11-01 19:52:47"
"PWD/2023-24/RD/WORK_INDENT7327";"UNDER_EVALUATION";"422474";"Shoulder and other maintenance work for the road of Panditahalli-Shimshapura in the year 2023-24 in Malavalli Taluk Mandya Dist.";"Public Works Department";"PWD Division Office Mandya";"WORKS";"Shoulder and other maintenance work for the road of Panditahalli-Shimshapura in the year 2023-24 in Malavalli Taluk Mandya Dist.";"2024-11-01 19:52:18"
"PWD/2023-24/RD/WORK_INDENT7333";"RETENDERED";"125448";"AME for the road from S3 road to join Talakadu Road via Kaggalipura in the year 2023-24 in Malavalli Taluk Mandya Dist.";"Public Works Department";"PWD Division Office Mandya";"WORKS";"AME for the road from S3 road to join Talakadu Road via Kaggalipura in the year 2023-24 in Malavalli Taluk Mandya Dist.";"2024-11-01 19:51:48"
"PWD/2023-24/RD/WORK_INDENT7332";"RETENDERED";"336844";"Providing Road Furniture for the road of Srirangapattna- Sosale-Shivanasamudra in the year 2023-24 in Malavalli Taluk Mandya Dist. (For SC)";"Public Works Department";"PWD Division Office Mandya";"WORKS";"Providing Road Furniture for the road of Srirangapattna- Sosale-Shivanasamudra in the year 2023-24 in Malavalli Taluk Mandya Dist.";"2024-11-01 19:51:11"
"PWD/2023-24/RD/WORK_INDENT7331";"UNDER_EVALUATION";"211426";"AME for the road of Mandya-Bannuru Road to join 16th Km (Sulthan Road) from Ch-6.80 to 8.20 and 13.30 to 14.40Km in the year 2023-24 in Malavalli Taluk Mandya Dist. (For SC)";"Public Works Department";"PWD Division Office Mandya";"WORKS";"AME for the road of Mandya-Bannuru Road to join 16th Km (Sulthan Road) from Ch-6.80 to 8.20 and 13.30 to 14.40Km in the year 2023-24 in Malavalli Taluk Mandya Dist.";"2024-11-01 19:50:43"
"PWD/2023-24/RD/WORK_INDENT7367";"UNDER_EVALUATION";"450000";"Annual Maintanance of Keelara-Alkere road From Ch 0.00 to 3.98 Km for the year of 2023-24 in Mandya Taluk. (For ST)";"Public Works Department";"PWD Division Office Mandya";"WORKS";"Annual Maintanance of Keelara-Alkere road From Ch 0.00 to 3.98 Km for the year of 2023-24 in Mandya Taluk.";"2024-11-01 19:50:11"
"PWD/2023-24/RD/WORK_INDENT7366";"UNDER_EVALUATION";"500000";"Annual Maintanance of Road from Road from Maragowdanahalli to join NH48-Dudda road Via Motadappa Bridge, Anasosalu, Thandanakanadoddi, Rayashettepura Mole, Rayashettipura from Km 0.00 to 10.00 for the year 2023-24 in Mandya Taluk (For SC)";"Public Works Department";"PWD Division Office Mandya";"WORKS";"Annual Maintanance of Road from Road from Maragowdanahalli to join NH48-Dudda road Via Motadappa Bridge, Anasosalu, Thandanakanadoddi, Rayashettepura Mole, Rayashettipura from Km 0.00 to 10.00 for the year 2023-24 in Mandya Taluk";"2024-11-01 19:49:36"
"PWD/2023-24/RD/WORK_INDENT7382";"UNDER_EVALUATION";"338887";"Annual Maintenance of Mandya-Hadagali (SH-47) road to join Chokanahally road via B Hosahally, Beeragowdanahally , Shivally, Kebbahally, Maranahally , Karadikoppalu. For the year 2023-24 In Mandya taluk. (For SC)";"Public Works Department";"PWD Division Office Mandya";"WORKS";"Annual Maintenance of Mandya-Hadagali (SH-47) road to join Chokanahally road via B Hosahally, Beeragowdanahally , Shivally, Kebbahally, Maranahally , Karadikoppalu. For the year 2023-24 In Mandya taluk.";"2024-11-01 19:49:05"
"PWD/2023-24/RD/WORK_INDENT7369";"UNDER_EVALUATION";"98789";"Supplying and fixing of Kilometer stone, Hectometer stone, sign boards, painting to culvert headwall for State Highway in Nagamangala taluk. (For ST)";"Public Works Department";"PWD Division Office Mandya";"WORKS";"Supplying and fixing of Kilometer stone, Hectometer stone, sign boards, painting to culvert headwall for State Highway in Nagamangala taluk.";"2024-11-01 19:48:24"
"PWD/2023-24/RD/WORK_INDENT7371";"UNDER_EVALUATION";"299281";"Annual Maintenance of Bindiganavile-Kadabahalli Road to join Bindiganavile-Kadabahalli Road Via Mangaravalli-Byadarahalli-Acharyapura-Vaddarahatti-Chattenahalli for the year 2023-24 in Nagamangala taluk. (For SC)";"Public Works Department";"PWD Division Office Mandya";"WORKS";"Annual Maintenance of Bindiganavile-Kadabahalli Road to join Bindiganavile-Kadabahalli Road Via Mangaravalli-Byadarahalli-Acharyapura-Vaddarahatti-Chattenahalli for the year 2023-24 in Nagamangala taluk.";"2024-11-01 19:47:52"
"PWD/2023-24/RD/WORK_INDENT7368";"UNDER_EVALUATION";"999766";"Repairs to Alur-Siddapura (Somavarapet Taluk) Road to join Satanur (NH-948) from Ch134.10 Km, 130.20 Km and 128.80 Km in Nagamangala taluk. (For SC)";"Public Works Department";"PWD Division Office Mandya";"WORKS";"Repairs to Alur-Siddapura (Somavarapet Taluk) Road to join Satanur (NH-948) from Ch134.10 Km, 130.20 Km and 128.80 Km in Nagamangala taluk.";"2024-11-01 19:47:22"
"DCE/2023-24/IND0008";"PUBLISHED";"1142";"SCPTSPICT";"Department of Collegiate Education";"DCE Head Office Bengaluru";"GOODS";"Supply, Installation and Maintenance of Desktops, Printers and UPS to Government First Grade Colleges under the Purview of Department of Collegiate and Technical Education";"2024-11-01 19:31:20"
"KFD/2023-24/OW/WORK_INDENT1932/CALL-2";"EVALUATION_COMPLETED";"749985";"Construction of Watch Tower at Waddankera Sy. No.56 Humnabad";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bidar";"WORKS";"Construction of Watch Tower at Waddankera Sy. No.56 Humnabad";"2024-11-01 19:29:07"
"KFD/2023-24/OF/WORK_INDENT1930/CALL-2";"EVALUATION_COMPLETED";"1499999";"Construction of Beat Forester Residential Quarters at Manna-E-Khelli Taluk Humnabad District Bidar";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bidar";"WORKS";"Construction of Beat Forester Residential Quarters at Manna-E-Khelli Taluk Humnabad District Bidar";"2024-11-01 19:28:43"
"KFD/2023-24/OW/WORK_INDENT2536/CALL-4";"EVALUATION_COMPLETED";"4999995";"Construction of Compound Wall to Halladkeri Sy. No. 98 in Bidar Range";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bidar";"WORKS";"Construction of Compound Wall to Halladkeri Sy. No. 98 in Bidar Range";"2024-11-01 19:28:09"
"KFD/2023-24/OW/WORK_INDENT3317/CALL-3";"EVALUATION_COMPLETED";"999986";"Construction of Veiw Point Structure cum Antipoaching Cam (APC) Shed at Konmelkunda Sy. No. 60 in Bhalki Range";"Karnataka Forest Department";"KFD DCF Territorial Division Office Bidar";"WORKS";"Construction of Veiw Point Structure cum Antipoaching Cam (APC) Shed at Konmelkunda Sy. No. 60 in Bhalki Range";"2024-11-01 19:27:21"
"DMA/2023-24/RD/WORK_INDENT12415";"UNDER_EVALUATION";"163376";"Development of CC Road at ward no 04 Jadar Galli Chikkodi";"Directorate of Municipal Administration";"DMA Town Municipal Council Chikkodi";"WORKS";"Development of CC Road at ward no 04 Jadar Galli Chikkodi";"2024-11-01 19:26:31"
"DMA/2023-24/BD/WORK_INDENT12417";"NO_BIDS_RECIEVED";"355020";"Construction of Toilet at ward no 17 Ram nagar in Chikkodi Town";"Directorate of Municipal Administration";"DMA Town Municipal Council Chikkodi";"WORKS";"Construction of Toilet at ward no 17 Ram nagar in Chikkodi Town";"2024-11-01 19:24:45"
"DMA/2023-24/OW/WORK_INDENT12413";"UNDER_EVALUATION";"334085";"Providing painting near walmiki bhavan at examba road Chikodi";"Directorate of Municipal Administration";"DMA Town Municipal Council Chikkodi";"WORKS";"Providing painting near walmiki bhavan at examba road Chikodi";"2024-11-01 19:22:51"
"DMA/2023-24/OW/WORK_INDENT12409";"UNDER_EVALUATION";"5029000";"Construction of Temporary Free Fabricated Countainer mini market at near TMC Office Chikodi";"Directorate of Municipal Administration";"DMA Town Municipal Council Chikkodi";"WORKS";"Construction of Temporary Free Fabricated Countainer mini market at near TMC Office Chikodi";"2024-11-01 19:21:29"
"DMA/2023-24/BD/WORK_INDENT12411";"UNDER_EVALUATION";"854606";"Construction of Remaining ambedkar bhavan at indira nagar Chikodi";"Directorate of Municipal Administration";"DMA Town Municipal Council Chikkodi";"WORKS";"Construction of Remaining ambedkar bhavan at indira nagar Chikodi";"2024-11-01 19:20:00"
"DMA/2023-24/RD/WORK_INDENT12453";"UNDER_EVALUATION";"2450045";"Providing Paver Finish Asphalt from Shakthinagara cross to Kakkebettu Bus Stand road of 35th Padav central ward in MCC limits";"Directorate of Municipal Administration";"DMA City Corporation Mangaluru";"WORKS";"Providing Paver Finish Asphalt from Shakthinagara cross to Kakkebettu Bus Stand road of 35th Padav central ward in MCC limits";"2024-11-01 19:18:05"
"DMA/2023-24/RD/WORK_INDENT11833";"UNDER_EVALUATION";"4182308";"Providing Paver Finish Asphalt to Kuchikadu to Megina Bikarnakatte road of 35th Padav ward in MCC limits";"Directorate of Municipal Administration";"DMA City Corporation Mangaluru";"WORKS";"Providing Paver Finish Asphalt to Kuchikadu to Megina Bikarnakatte road of 35th Padav ward in MCC limits";"2024-11-01 19:17:39"
"DMA/2023-24/SE1923";"PUBLISHED";"125023680";"Selection of reputed Consultancy firms/agencies for Setting up of Project Implementation Unit (PIU) to supply Technical Manpower to Karnataka Municipal Data Society (KMDS)for development of web/mobile applications";"Directorate of Municipal Administration";"Karnataka Municipal Data Society Joint Director Office Bengaluru";"SERVICES";"Selection of reputed Consultancy firms/agencies for Setting up of Project Implementation Unit (PIU) to supply Technical Manpower to Karnataka Municipal Data Society (KMDS)for development of web/mobile applications.";"2024-11-01 19:09:00"
"KFD/2023-24/OW/WORK_INDENT4880";"RECALLED";"4230979";"Erection of 4 Kms RCC Pillared Barbed Wire Fencing at Devaragudda RF Santenahalli Sy No 76, Ugginakatte Sy No 47, 77, 79, 11 of Holalkere Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 60/2023-24. Reserved for SC.";"Karnataka Forest Department";"KFD DCF Territorial Division Office Chitradurga";"WORKS";"Erection of 4 Kms RCC Pillared Barbed Wire Fencing at Devaragudda RF Santenahalli Sy No 76, Ugginakatte Sy No 47, 77, 79, 11 of Holalkere Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 60/2023-24. Reserved for SC.";"2024-11-01 19:03:42"
"KFD/2023-24/OW/WORK_INDENT4910";"UNDER_EVALUATION";"4572061";"Erection of 4.50 Kms RCC Pillared Barbed Wire Fencing at Sinthalakatte to Sathish Kople-Kamarakaval RF of Molakalmuru Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 90/2023-24. Reserved for ST.";"Karnataka Forest Department";"KFD DCF Territorial Division Office Chitradurga";"WORKS";"Erection of 4.50 Kms RCC Pillared Barbed Wire Fencing at Sinthalakatte to Sathish Kople-Kamarakaval RF of Molakalmuru Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 90/2023-24. Reserved for ST.";"2024-11-01 19:03:21"
"KFD/2023-24/OW/WORK_INDENT4898";"RECALLED";"4230979";"Erection of 4 Kms RCC Pillared Barbed Wire Fencing at Kudurekanive Reserve Forest (Gollarahalli) of Hosadurga Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 78/2023-24. Reserved for ST.";"Karnataka Forest Department";"KFD DCF Territorial Division Office Chitradurga";"WORKS";"Erection of 4 Kms RCC Pillared Barbed Wire Fencing at Kudurekanive Reserve Forest (Gollarahalli) of Hosadurga Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 78/2023-24. Reserved for ST.";"2024-11-01 19:02:56"
"KFD/2023-24/OW/WORK_INDENT4895";"RECALLED";"4230979";"Erection of 4 Kms RCC Pillared Barbed Wire Fencing at Nirthadi Hirekandavadi Sy No 107 to Chowdanahalli Sy No 01 of Holalkere Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 75/2023-24. Reserved for SC.";"Karnataka Forest Department";"KFD DCF Territorial Division Office Chitradurga";"WORKS";"Erection of 4 Kms RCC Pillared Barbed Wire Fencing at Nirthadi Hirekandavadi Sy No 107 to Chowdanahalli Sy No 01 of Holalkere Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 75/2023-24. Reserved for SC.";"2024-11-01 19:02:33"
"KFD/2023-24/OW/WORK_INDENT4887";"UNDER_EVALUATION";"3556047";"Erection of 3.5 Kms RCC Pillared Barbed Wire Fencing at Jankal RF Kumminaghatti Sy No 21, 25 of Holalkere Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 67/2023-24. Reserved for SC.";"Karnataka Forest Department";"KFD DCF Territorial Division Office Chitradurga";"WORKS";"Erection of 3.5 Kms RCC Pillared Barbed Wire Fencing at Jankal RF Kumminaghatti Sy No 21, 25 of Holalkere Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 67/2023-24. Reserved for SC.";"2024-11-01 19:02:10"
"KFD/2023-24/OW/WORK_INDENT4881";"RECALLED";"4230979";"Erection of 4 Kms RCC Pillared Barbed Wire Fencing at Devaragudda RF Malasinganahalli Sy No 118, 116, 115, 106, 104 of Holalkere Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 61/2023-24. Reserved for SC";"Karnataka Forest Department";"KFD DCF Territorial Division Office Chitradurga";"WORKS";"Erection of 4 Kms RCC Pillared Barbed Wire Fencing at Devaragudda RF Malasinganahalli Sy No 118, 116, 115, 106, 104 of Holalkere Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 61/2023-24. Reserved for SC";"2024-11-01 19:01:47"
"KFD/2023-24/OW/WORK_INDENT4882";"UNDER_EVALUATION";"3556047";"Erection of 3.5 Kms RCC Pillared Barbed Wire Fencing at Garaga RFGaraga Sy No 01of Holalkere Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 62/2023-24. Reserved for SC";"Karnataka Forest Department";"KFD DCF Territorial Division Office Chitradurga";"WORKS";"Erection of 3.5 Kms RCC Pillared Barbed Wire Fencing at Garaga RFGaraga Sy No 01of Holalkere Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 62/2023-24. Reserved for SC";"2024-11-01 19:01:21"
"KFD/2023-24/OW/WORK_INDENT4879";"RECALLED";"4230979";"Erection of 4 Kms RCC Pillared Barbed Wire Fencing at Devaragudda RF Lokadolalu Sy No 8, 16, Santenahalli Sy No 25 of Holalkere Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 59/2023-24.";"Karnataka Forest Department";"KFD DCF Territorial Division Office Chitradurga";"WORKS";"Erection of 4 Kms RCC Pillared Barbed Wire Fencing at Devaragudda RF Lokadolalu Sy No 8, 16, Santenahalli Sy No 25 of Holalkere Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 59/2023-24.";"2024-11-01 19:00:52"
"KFD/2023-24/OW/WORK_INDENT4908";"UNDER_EVALUATION";"3048040";"Erection of 3 Kms RCC Pillared Barbed Wire Fencing at Kudurekanive Reserve Forest-II (Doddabyladakere) of Hosadurga Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 88/2023-24.";"Karnataka Forest Department";"KFD DCF Territorial Division Office Chitradurga";"WORKS";"Erection of 3 Kms RCC Pillared Barbed Wire Fencing at Kudurekanive Reserve Forest-II (Doddabyladakere) of Hosadurga Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 88/2023-24.";"2024-11-01 19:00:10"
"KFD/2023-24/OW/WORK_INDENT4907";"RECALLED";"4230979";"Erection of 4 Kms RCC Pillared Barbed Wire Fencing at Kudurekanive Reserve Forest-II (Naganayakanakatte) of Hosadurga Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 87/2023-24.";"Karnataka Forest Department";"KFD DCF Territorial Division Office Chitradurga";"WORKS";"Erection of 4 Kms RCC Pillared Barbed Wire Fencing at Kudurekanive Reserve Forest-II (Naganayakanakatte) of Hosadurga Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 87/2023-24.";"2024-11-01 18:59:48"
"KFD/2023-24/OW/WORK_INDENT4906";"RECALLED";"4230979";"Erection of 4 Kms RCC Pillared Barbed Wire Fencing at Kudurekanive Reserve Forest-II (Mugilodu) of Hosadurga Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 86/2023-24.";"Karnataka Forest Department";"KFD DCF Territorial Division Office Chitradurga";"WORKS";"Erection of 4 Kms RCC Pillared Barbed Wire Fencing at Kudurekanive Reserve Forest-II (Mugilodu) of Hosadurga Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 86/2023-24.";"2024-11-01 18:59:26"
"KFD/2023-24/OW/WORK_INDENT4905";"RECALLED";"4230979";"Erection of 4 Kms RCC Pillared Barbed Wire Fencing at Kudurekanive Reserve Forest-II (Kanchipura) of Hosadurga Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 85/2023-24.";"Karnataka Forest Department";"KFD DCF Territorial Division Office Chitradurga";"WORKS";"Erection of 4 Kms RCC Pillared Barbed Wire Fencing at Kudurekanive Reserve Forest-II (Kanchipura) of Hosadurga Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 85/2023-24.";"2024-11-01 18:59:04"
"KFD/2023-24/OW/WORK_INDENT4904";"RECALLED";"4230979";"Erection of 4 Kms RCC Pillared Barbed Wire Fencing at Kudurekanive Reserve Forest-II (Kappanayakahalli) of Hosadurga Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 84/2023-24.";"Karnataka Forest Department";"KFD DCF Territorial Division Office Chitradurga";"WORKS";"Erection of 4 Kms RCC Pillared Barbed Wire Fencing at Kudurekanive Reserve Forest-II (Kappanayakahalli) of Hosadurga Range in Chitradurga Territorial Division during 2023-24. Vide This Office Tender Notification Unit No 84/2023-24.";"2024-11-01 18:58:41"
